Date,Start_destination,End_destination,Am_timings,Midday_timings,Evening_timings,Mid_nigh_timings
2020-04-04,Ashok Nagar,Yadava Upanagara,16,31,30,10
2020-04-25,Sampige Layout,Sulikere,13,25,30,10
2020-09-15,St Thomas Town,Austin Town,16,37,27,16
2021-01-07,Kadubeesanahalli,KR Road,20,31,28,21
2022-04-20,Paradise Colony,Ajjagondahalli,12,36,28,22
2020-06-06,Mahadevapura,Chikbanavara,18,26,27,28
2020-02-09,Malleswaram West,Nagamangala,14,40,29,22
2020-04-27,Tharabanahalli,Tilak Nagar,13,32,26,13
2020-02-14,Anekal – Hosur Road,Manjunatha Layout,20,25,28,21
2020-12-17,Jayamahal,Thimmapura,18,32,27,16
2020-12-17,Vishweshwarapura,Atmananda Colony,12,40,26,27
2021-01-03,Doddanekkundi,Samethanahalli,12,27,27,28
2021-10-25,Maligondanahalli,Pavamanapura,12,31,27,22
2021-05-11,Bellandur Outer Ring Road,Ramsandra,13,32,26,21
2020-02-08,Kurubarahalli,Makali,15,33,30,30
2020-09-11,Anchepalya,Ram Krishna Nagar,16,38,29,26
2021-10-20,Bapuji Nagar,Viveka Nagar,13,31,26,11
2020-09-22,Narayana Nagar 1st Block,Mylasandra,13,34,27,15
2020-07-24,Amarjyothi Layout-Domlur,Vittal Mallya Road,20,39,25,10
2020-09-12,Parappana Agrahara,Alur,14,38,28,30
2020-12-20,Vehloli,Narasapura Industrial Road,16,30,26,11
2021-08-06,RKM Layout,Upkar Layout,12,39,25,20
2022-01-28,Kumbena Agrahara,Thippasandra,12,30,25,26
2021-05-24,Tank Bund Road,Ashraya Layout,17,39,29,28
2021-04-18,Bapuji Nagar,Lakshmipura,16,26,29,14
2021-04-13,Yettakodi,AMS Layout,16,33,30,13
2020-03-15,Magadi Road,Off Bannerghatta Road,19,29,29,26
2021-11-26,Kurudusonnenahalli,Andrahalli Main Road,16,31,30,20
2021-01-02,NRI Layout,Vasanth Nagar,18,25,28,24
2020-09-30,Ramsandra,NICE Road,14,25,26,21
2021-05-27,Yelahanka Airforce Road,Prakash Layout,14,34,29,28
2022-05-06,Marasandra,NRI Layout,18,27,25,15
2021-01-26,Anepalya,Chandapura,18,27,30,26
2022-02-02,NS Palya,Thippasandra,13,36,26,21
2020-04-20,Vignana Nagar,Anjanapura Township,15,37,29,10
2021-07-21,Thomas Town,Thimaiah Garden,20,26,29,17
2021-04-19,Vittasandra,Williams Town,17,39,29,13
2021-09-26,Jayanagar,Manorayana Palya,17,40,29,17
2021-05-19,Anandapura,Vasanthapura Main Road,13,37,29,22
2021-05-29,Agrahara Badavane,Andrahalli,12,34,29,24
2021-11-24,Machohalli,Ramsandra,16,31,27,20
2021-04-23,Battarahalli,Vijayapura,19,38,30,19
2020-04-01,Koramangala 6th Block,MCECHS Layout,19,39,26,13
2021-03-25,Madanayakahalli,Lakshmidevipura,15,33,29,16
2022-02-19,Marathahalli ORR,National Highway 207,20,35,26,25
2022-05-04,Mallathahalli,Vabasandra,17,35,29,28
2020-11-15,Patel Narayanswamy Layout,Nelaguli,14,29,28,26
2022-01-16,Mariyappana Palya,Kanakapura Road,13,31,28,14
2020-02-23,Tejaswini Nagar,Nehru Nagar,14,30,25,12
2021-03-18,Roopena Agrahara,Bannerghatta Road,14,37,26,27
2020-04-12,Maruti Nagar-BTM Layout,Andrahalli,18,37,28,23
2021-02-08,MTS Layout,Doddabommasandra,18,28,30,23
2021-10-18,Kurudusonnenahalli,Meesaganahalli,15,40,26,23
2021-01-11,Marsur,Arabic College,19,31,27,28
2020-10-27,Nirman Layout,Sanjay Nagar,17,38,30,11
2020-10-12,Singasandra,Lakkenahalli,19,30,30,22
2020-11-16,Ramohalli,Jayamahal,19,25,28,13
2021-07-18,Vinayakanagar-Hebbal,Rahmath Nagar,14,39,29,27
2020-07-17,Patel Muniyappa Layout,KR Road,20,36,26,23
2022-04-30,Koramangala,Pura,19,38,28,27
2020-08-31,S.T. Bed,Yelachenahalli,18,29,25,13
2021-08-22,St Thomas Town,Machohalli,19,29,28,15
2021-06-06,Minerva Circle,Mico Layout,16,32,26,16
2022-03-01,Aduru-Anekal,Udaya Nagar,14,36,28,29
2022-01-30,MG Road,Kumbalgodu,14,28,27,18
2020-05-08,Teacher’s Colony,Nayanda Halli,14,34,27,21
2022-05-25,Nanjamba Agrahara,Rashtriya Vidyalaya Road,16,30,29,22
2020-04-09,Ramagondanahalli,Jaya Chamarajendra Nagar,19,37,28,20
2021-05-18,Ramchandrapuram,Ullal Main Road,15,34,26,28
2020-04-02,Lalbagh Road,Amarjyothi Layout-Domlur,16,28,27,10
2021-10-30,Maruthi Nagar Yelahanka,Thyamagondlu,12,25,29,22
2021-06-25,Sanchar Nagar MCECHS Layout,Narasipalya,17,36,29,10
2021-11-20,Malle Nalsandra,Mariyannapalya,15,28,29,30
2020-07-03,Muthanallur,Abbigere,12,40,27,23
2021-08-02,Munnekollal,Panduranga Nagar,17,31,27,18
2021-11-07,Thavarekere-Magadi Road,Rashtriya Vidyalaya Road,13,33,27,27
2021-05-09,Dommasandra,Armane Nagar,19,31,27,13
2020-04-15,Koramangala,Dommasandra,13,39,29,16
2020-09-30,Veerannapalya,Kasavanahalli,18,34,28,20
2021-08-18,Punappa Layout,Thotada Guddadhalli,13,36,25,25
2021-03-02,Richard’s Park,Tharalu,13,30,28,11
2020-03-28,Vajarahalli,Koti Hosahalli,17,36,25,10
2022-05-22,Nagamuneshwara Layout,Nagappa Reddy Layout,17,35,28,28
2021-12-06,Thubarahalli,Ganga Nagar,12,25,29,21
2020-12-22,Kodihalli,Masti – Malur Road,14,31,25,16
2021-08-14,New Thippasan,Singasandra,20,35,29,14
2021-01-04,Vishweshwarapura,Thirumagondanahalli,18,33,26,30
2021-07-05,Rajaji Nagar 1st Stage,Bagalakunte,16,37,27,18
2021-03-31,Machohalli,Kumbena Agrahara,17,25,28,28
2021-02-18,Vidhana Soudha,Muthusandra,14,32,27,30
2021-01-11,Lakshmidevipura,Nagavara,19,34,26,22
2020-02-10,Rahmath Nagar,Makali,12,39,25,29
2020-04-26,Raghavendra Nagar-Kalkere,Panduranga Nagar,13,25,28,26
2021-05-19,Visthar,Neraluru,20,30,29,13
2020-07-24,Ramagondanahalli,Vijaya Bank Layout,16,37,25,15
2022-01-01,Tapsihalli,Nisarga Nandana Layout,14,27,27,26
2021-10-28,Pramod Layout,Anand Nagar,14,36,25,29
2020-04-05,Nagappa Reddy Layout,Yelahanka New Town,20,38,30,19
2021-09-11,Jnana Ganga Nagar,Ayappa Garden-Adugodi,16,30,30,29
2020-07-14,Vijayapura,Peenya 3rd Stage,18,33,27,19
2021-12-08,Victoria Layout,Upkar Layout,19,37,29,12
2020-10-23,Sadenahalli,Mudalapalya,17,29,27,20
2020-08-21,Anekal,Sai Colony,15,32,28,23
2020-09-16,Kamala Nagar,Rest House Road,15,34,29,19
2021-08-15,Ramagondanahalli,Ramanjaneyanagar,14,38,25,29
2021-10-08,Old Airport Road,Tharalu,12,33,28,24
2022-02-07,Mariyappana Palya,Sanjeevini Nagar,13,29,29,22
2021-07-16,NGR Layout,Nagasandra,13,30,28,29
2021-09-30,Yerthiganahalli,Medi Agrahara,13,28,28,23
2022-01-24,Sunkadakatte,Langford Gardens,20,26,28,12
2021-01-28,Sadenahalli,Medahalli,13,30,26,21
2021-05-19,Peddanapalya,Jayanagar,12,35,30,28
2022-05-18,Anjanapura 2nd block,Nanjamba Agrahara,15,25,27,18
2021-05-06,Puttenahalli,Lottegollahalli,18,31,30,23
2020-08-18,Medihalli,Vanivilas Road,17,32,27,22
2021-04-21,Guttahalli,Nagenahalli,17,27,28,22
2021-02-08,Langford Road,Kumbarpet,19,36,28,19
2020-09-28,Reddypalya,Kattigenahalli,14,26,29,28
2021-05-18,Kalena Agrahara,Bellandur,18,29,29,19
2021-04-04,Brookefield,Lakshmamma Layout,19,36,30,26
2021-08-23,T Dasarahalli,Yarab Nagar,19,28,30,15
2020-02-02,Kuduragere-Bettahalasur,Punappa Layout,13,26,30,25
2021-08-29,Pattanagere,Anand Nagar,16,33,29,12
2020-11-02,Kuthaganahalli,Allalasandra,19,27,28,25
2020-03-27,Vishwanathpura,NGR Layout,13,39,29,30
2022-02-09,Thirumalapura,Thammanayakanahalli,14,30,26,24
2020-03-06,Koramangala 8th Block,MCECHS Layout,19,29,26,11
2020-10-10,Margondanahalli,Kempegowda Nagar,18,25,27,29
2021-05-04,Whitefield,Kumbarpet,17,30,25,11
2021-08-16,Nagarbhavi Circle,Pillahalli,17,31,27,11
2020-10-28,RHB Colony,Neeladri Nagar,16,33,27,26
2020-02-14,Akshaya Nagar-Ramamurthy Nagar,Mahaganapathi Nagar,16,29,28,14
2021-04-17,Roopena Agrahara,New Thippasandra,17,36,28,29
2021-07-07,Kumara Park West,RMV Extension,14,39,25,14
2021-07-08,ACL Layout,Banashankari,16,36,28,11
2022-04-23,Srinivasa Nagar,Sadahalli,17,35,27,16
2020-08-29,Laggere Road,Yelahanka New Town,18,38,29,24
2022-05-01,Off Sarjapur road,Udaypura,17,30,26,17
2022-01-25,Akshaya Nagar-Ramamurthy Nagar,Nanda Kumar Layout,20,29,25,11
2021-06-05,Peenya 2nd Stage,Muneswara Nagar,16,38,25,11
2021-11-28,Muddinapalya,Santhosh Nagar,19,33,26,14
2022-05-16,NGEF Layout,Lakshmidevipura,15,39,25,30
2020-12-29,Madanayakahalli,Peresandra,19,31,26,17
2021-01-05,PNB Layout,Yemalur,15,32,25,15
2020-07-09,Koramangala 4th Block,PNB Layout,18,28,29,15
2021-12-13,Muthanallur,Narayana Nagar 2nd Block,14,34,26,19
2020-10-28,Annapurneshwari Nagar,Sadahalli,17,36,28,29
2021-04-19,Mathikere,Sunny Layout,16,30,30,13
2022-03-04,Pura,Nelamangala,14,31,26,25
2021-01-04,Kengeri,Narasipura Layout,15,38,26,15
2021-11-21,Thimaiah Garden,Tavarekere-BTM,18,31,26,26
2020-11-25,Palya,Frazer Town,15,39,29,29
2021-09-08,Manjunath Nagar,Langford Town,17,38,30,30
2021-09-25,Varthur,Subbannayapalya,18,26,26,29
2020-09-24,Muthusandra,Yarab Nagar,17,28,25,16
2021-10-01,Jakkur,Mico Layout,20,27,29,16
2021-11-05,Mavalli,Mavalli,14,25,25,29
2021-05-27,LB Shastri Nagar,Thirumalashettyhally,19,37,26,11
2020-06-10,lal bagh,Richard’s Park,18,26,29,13
2022-03-24,Panduranga Nagar,Raja Ram Mohanroy Extension,15,32,26,21
2020-11-16,Ramanna Garden,Tharalu,13,35,28,13
2020-10-27,Arehalli,Armane Nagar,15,40,29,17
2022-02-07,NGEF Layout,Panduranga Nagar,18,29,25,24
2020-06-15,Vinayakanagar-Hebbal,Nanjappa Garden,16,27,26,19
2020-05-13,Ramaswamipalya,Lakshminarayanapuram,15,27,30,10
2022-03-03,Hennur Road,Talacauvery Layout,17,31,29,17
2020-03-16,V Nagenahalli,Agrahara Badavane,15,25,28,30
2020-09-26,Amrutahalli-Byatarayanapura,Koramangala 6th Block,16,29,28,11
2020-07-29,Anekal Thally Road,Chikkalasandra,18,25,30,22
2022-05-31,Belatur,Hennur Road,13,38,30,16
2021-12-26,Muthyala Nagar,RMV Extension,19,40,28,12
2020-09-09,Veersandra,Akshayanagar,18,26,28,13
2021-09-18,Mosque Road,P&T Layout-Thanisandra,15,26,26,30
2021-07-12,Muthusandra,Kuduregere-Soladevanahalli,16,28,26,20
2021-04-08,Kumbarpet,Pai Layout,12,30,26,11
2021-01-16,JP Nagar,JP Nagar,20,32,29,10
2021-07-19,Yeshwanthpur,Kadugondanahalli,14,33,27,25
2021-06-24,Milk Colony,TC Palya,12,39,30,22
2021-01-13,Bannerghatta Road,Sadduguntepalya,20,40,29,14
2020-03-28,Anand Nagar,Off Bannerghatta Road,14,36,26,25
2020-08-28,Kalena Agrahara,Mundur,16,34,26,17
2020-07-14,Pavamanapura,Ramsandra,15,34,30,21
2020-07-25,Hennur,Thanisandra,16,38,29,13
2020-10-12,Manganahalli,Papanahalli,18,28,26,24
2022-05-10,Nagavarapalya,Nelamangala – Chikkaballapura Road,13,37,25,10
2020-09-02,Pothalappa Garden,Priyadarshini Layout,20,40,26,11
2020-04-23,Rahuthnahalli Main Road,Nelaguli,15,30,25,21
2021-05-23,Nandi Hills,Tasker Town,16,33,28,27
2021-12-15,Tapsihalli,Frazer Town,13,37,29,28
2021-04-17,West Of Chord Road,Thimaiah Garden,18,30,29,25
2022-01-12,Bachappa Layout,RMV Extension,19,32,27,10
2020-12-06,Narayanapura,St Thomas Town,14,33,25,26
2021-06-02,New Bank Colony,Venkatapura,17,37,25,11
2022-01-28,Rukmini Nagar,Bidrahalli,14,30,25,12
2020-07-15,JP Nagar,Belathur Main Road,14,28,28,27
2020-02-19,Narasimhaswamy Layout,SMV Layout,14,27,29,27
2022-03-16,S.Medihalli,Paradise Colony,13,32,28,21
2021-05-03,Nagegowdanapalya,Frazer Town,16,26,28,11
2020-04-11,Pottery Town,Outer Ring Road,17,37,30,27
2022-01-11,Malleshpalya,Arehalli,16,30,30,30
2022-03-20,Uttari,Muthusandra,15,36,27,15
2022-01-10,Manchenahalli,Punappa Layout,18,36,30,20
2020-08-24,Mahalakshmipuram,Yelahanka New Town,18,37,30,20
2020-04-13,Nelamangala – Chikkaballapura Road,Tharalu,13,33,28,28
2021-05-20,Alfa Gardens,Munnekollal,18,37,25,27
2020-03-12,Sarjapur Road,Nayanda Halli,18,29,29,15
2021-12-30,Srinidhi Layout,Madhura Nagar,17,34,29,19
2021-11-09,Sunkadakatte,VHBCS Layout,13,31,29,18
2020-05-29,Thotada Guddadhalli,Allalasandra,17,31,29,24
2020-04-16,Thanisandra Main Road,Maragondanahalli Main Road,14,38,25,23
2020-10-29,Narasipura Layout,Masti – Malur Road,16,34,29,24
2022-01-27,Alur,Vaishnavi Layout,19,35,26,29
2021-03-13,Thanisandra Main Road,Nagamangala,18,28,28,28
2021-06-24,Thirumagondanahalli,Muneswara Nagar,17,34,25,12
2020-09-14,Panathur,Gottigere,15,33,28,22
2020-09-11,Nagappa Reddy Layout,Prashant Nagar,17,31,25,20
2022-03-02,Queens Road,Peresandra,19,25,30,29
2022-03-28,Jnana Ganga Nagar,Jalahalli East,13,28,30,10
2022-03-28,Valepura,Bannerghatta,17,34,26,29
2020-02-18,A Narayanapura,RPC Layout,18,32,28,12
2022-03-25,Maruthi Sevanagar,MEI Colony,17,39,29,22
2020-03-01,Sarjapur,Mudalapalya,14,38,28,13
2020-09-06,Venkateshpuram,Muthanallur,12,25,28,29
2020-07-28,Rukmani Colony,Ullal Main Road,16,33,29,11
2021-12-28,Muneswara Nagar,Babusa Palya,16,38,26,29
2020-11-21,Palanahalli,Adde Vishwanathapura,12,27,29,17
2021-06-27,Lakshmamma Layout,Rajanukunte,19,31,29,14
2021-03-15,Venkateshpuram,Subbannayapalya,15,35,27,25
2022-05-01,Muthyala Nagar,Averahalli,17,37,26,21
2021-02-05,Adarsh Nagar-Nelamangala,Uttari,20,35,28,22
2020-02-20,Maragondanahalli Main Road,Lakkasandra,14,31,28,21
2020-09-09,Minhaj Nagar,Rampura,13,28,30,19
2020-12-30,Udaya Nagar,Mosque Road,15,40,30,21
2021-07-29,Ragihalli,Sultanpalya,13,38,25,28
2020-07-30,Kumbalgodu,Vinayakanagar-Hebbal,12,37,27,23
2020-06-07,Panathur,Madhura Nagar,14,30,29,16
2020-08-17,Thanisandra,Mathikere,15,26,26,20
2020-07-22,Kuduregere-Soladevanahalli,Malagala,15,29,30,11
2021-08-12,Nagegowdanapalya,Nisarga Nandana Layout,19,25,27,23
2021-06-04,Maruti Nagar-BTM Layout,Nanjamba Agrahara,19,38,28,12
2020-10-24,Malleswaram West,Medimallasandra,19,33,25,13
2021-04-10,Nagareshwara-Nagenahalli,Horamavu,12,36,29,16
2021-01-11,NR Colony,Nagarabhavi 2nd Stage,20,34,29,25
2021-07-02,Yadavanahalli,Laggere Road,12,32,29,28
2021-03-26,Indira Nagar,Tavarekere-BTM Layout,16,38,28,12
2021-11-18,A Dasarahalli,Akkipete,20,32,29,27
2020-12-21,Thindlu,Meenakunte,14,27,26,22
2022-03-21,Devarachikkanahalli,Bellahalli,17,32,27,28
2022-05-09,Bidadi,Maligondanahalli,13,25,28,15
2021-11-24,Muddamma Garden Extension,Kurubara Gollahalli,15,34,25,26
2021-11-26,Ambalipura Sarjapur Road,Muddenahalli,18,28,25,15
2021-12-26,MTS Layout,Mukthi Nagar,16,31,27,13
2020-09-05,NGEF Layout,Naidu Layout,15,25,27,10
2020-06-25,Muthyala Nagar,Royal County,18,26,25,10
2020-08-23,Annasandrapalya Extension,Vajarahalli,17,34,28,25
2020-10-06,AECS Layout – B Block,Kalena Agrahara,18,30,28,15
2021-05-10,Nagondanahalli,Subramanyapura,19,37,30,25
2021-05-29,Kattigenahalli,Nagareshwara-Nagenahalli,16,38,25,21
2021-07-17,Agara-HSR Layout,Vasanthapura,14,28,29,10
2021-06-05,Ramachandrapuram,Lakshminarayanapuram,17,28,26,16
2022-02-08,Nethaji Layout,Maligondanahalli,15,31,27,18
2020-10-07,Abbigere,MCECHS Layout,19,30,29,11
2020-07-19,Raghavendra Colony,Anekal – Hosur Road,19,34,28,18
2022-01-22,Anantapuram,Yekadantha Layout,18,32,27,11
2020-05-10,Thyamagondlu,Subbannayapalya,17,29,30,22
2020-12-07,Tejaswini Nagar,Kothanoor,16,37,28,22
2021-12-26,Sakalavara,Nagarbhavi Circle,12,33,29,25
2021-04-28,Kukkanahalli,Naganathapura,19,27,30,17
2022-04-20,Thotada Guddadhalli,Magadi Road,18,32,29,17
2020-06-26,Nagvarpalya Main Road,Uttarahalli,14,40,28,19
2021-10-19,Ramaswamipalya,Munireddypalya,18,25,25,22
2021-08-29,Ramachandrapuram,Victoria Layout,17,32,28,29
2022-01-24,Manchenahalli,Navarathna Agrahara,12,29,26,21
2020-11-08,Varanasi,Old Byappanahalli,15,37,30,12
2021-04-06,Thidlu,RMV Extension,14,25,28,15
2021-08-27,Ambedkar Veedhi,Ramsandra,19,25,26,25
2021-12-01,Outer Ring Road-Banaswadi,Nagarathpete,13,33,28,13
2020-09-30,Nagarabhavi 2nd Stage,Singasandra,13,27,29,26
2021-07-22,Yekadantha Layout,Meesaganahalli,18,39,27,22
2021-01-22,Anepalya,Varanasi Main Road,12,26,29,12
2020-06-16,Vagata,Anchepalya,18,33,29,15
2022-02-23,Lingadheeranahalli,Rest House Road,16,36,29,21
2020-03-30,Agrahara Badavane,Bellandur,20,35,26,29
2021-11-07,Malleshwaram,Kuduragere-Bettahalasur,18,39,27,28
2022-03-11,B Narayanapura,Sanjay Gandhi Nagar,18,39,27,24
2020-11-07,Yemalur,Abbaiah Reddy Layout,17,36,25,19
2021-03-24,Thirumalashettyhally,KR Road,20,35,29,11
2020-06-25,Papanahalli,Tilak Nagar,20,39,29,25
2020-12-06,Syndicate Bank Layout,Domlur,20,33,27,26
2020-09-22,Madhavan Park,Muthusandra,15,39,28,26
2021-11-07,Kuduragere-Bettahalasur,Palace Road,17,31,25,27
2020-08-25,Munireddypalya,Domlur,12,36,26,11
2020-05-02,Whitefield Road,Off Sarjapur road,19,27,25,22
2020-02-19,Narayanapura,Devinagar,18,26,29,22
2020-09-12,Matadahalli,AMCO Colony,16,31,29,10
2021-12-22,Muneshwara Block,Hosakerehalli,18,32,30,27
2021-11-22,Mico Layout,Jnana Ganga Nagar,14,38,30,22
2020-11-21,Yerthiganahalli,New Thippasandra,15,33,26,30
2020-02-01,Lingaraja Puram,Srinivaspur,20,33,28,23
2021-01-27,Hesaraghatta,Lakshminarayanapuram,20,32,27,22
2020-08-15,Madiwala,Attibele,19,38,25,29
2020-10-29,Narasapura Industrial Road,Anantapuram,20,31,28,27
2021-06-24,Munireddypalya,Ambedkar Layout,16,35,29,10
2021-05-11,Maralakunte,Mariyappana Palya,16,31,28,21
2022-03-04,NS Palya,Bidrahalli,19,30,30,17
2021-08-18,Navodaya Nagar,Nagarabhavi 2nd Stage,15,36,27,30
2022-02-13,Kushal Nagar,Gottigere,12,32,28,26
2022-01-25,BTM Layout,Soundarya Layout,20,31,30,26
2021-08-29,Yediyur,Tharabanahalli,18,26,29,28
2020-04-28,Murugesh Palya,Samethanahalli,14,26,28,21
2021-12-09,Mallathahalli,Nagareshwara-Nagenahalli,16,40,25,14
2021-04-18,Vittal Mallya Road,Viswaneedam,16,35,29,18
2022-05-04,Nagasandra,Razack Palya,14,38,25,13
2020-05-06,Nagondanahalli,Thurahalli,16,29,28,26
2020-09-05,Lingadeeranhalli-Kempe Gowda Nagar,Andrahalli Main Road,15,39,26,17
2022-02-06,Rest House Road,Ragihalli,15,37,25,30
2020-05-04,Riches Garden Main Road,Hesaraghatta,18,33,27,15
2021-12-04,Jnana Ganga Nagar,Kyalasanahalli,17,39,27,12
2021-12-03,Mariyappana Palya,Koramangala 5th Block,12,34,28,14
2020-02-19,Jakkur,Outer Ring Road,19,32,28,24
2020-03-23,Brookefield,Bapuji Nagar,12,40,28,21
2021-12-20,V Nagenahalli,Banaswadi,17,37,29,20
2020-06-25,Bilekahalli,Sadahalli,17,40,28,28
2021-10-31,Muddinapalya,Panduranga Nagar,19,33,27,11
2020-05-31,Vagdevi Layout,Choodasandra,14,35,25,17
2022-05-26,Queens Road,Ayyappa Nagar,13,34,27,19
2020-03-24,Ulsoor,Allalasandra,12,34,27,17
2021-10-09,Attibele – Anekal Road,Nirman Layout,19,31,29,21
2021-04-23,Patel Narayanswamy Layout,Ashwini Layout,16,29,25,19
2021-07-12,Jalahalli West,Annasandrapalya Extension,17,32,29,11
2021-09-27,Murugesh Palya,Thavarekere-Hoskote,16,30,26,27
2022-03-27,Thirumalapura,Sankey Road,18,40,27,22
2021-09-16,Azad Nagar,Manjunatha Layout,19,26,30,25
2020-02-08,Guttahalli,P and T Layout-Ramamurthy Nagar,15,38,28,19
2020-09-06,Meenakunte,New Thippasandra,17,29,29,28
2020-10-14,BTM Layout,Sudhama Nagar,19,33,25,16
2020-03-04,Sunny Layout,Devarachikkanahalli,20,31,28,26
2020-09-01,Hennur Road,Sampangi Rama Nagar,15,30,26,12
2022-01-21,Umar Nagar,Nirman Layout,16,28,27,10
2020-04-04,Yettakodi,Sampangi Rama Nagar,18,34,29,22
2020-10-22,Bommasandra,Nagenahalli,18,38,27,26
2021-10-08,Nagenahalli,Victoria Layout,13,37,28,15
2021-04-15,Totagere,Vagata,20,29,26,16
2021-10-17,Margondanahalli,Abbigere,15,31,26,29
2020-09-24,Mosque Road,Srinidhi Layout,20,27,30,27
2021-04-13,Peenya 1st Stage,Subbannayapalya,20,30,26,30
2021-10-24,Upkar Layout,Lakkondally,12,27,25,13
2021-02-13,HBR Layout,Sampangi Rama Nagar,18,39,25,23
2020-11-24,Kengeri,Nanjappa Garden,17,39,30,13
2022-04-18,Mission Road,Kumbalgodu,14,37,30,17
2020-10-30,Tavarekere-BTM,Syndicate Bank Layout,17,34,26,11
2021-05-25,Rayasandra,Rest House Road,16,30,30,16
2020-09-18,Nagashetty Halli,Thubarahalli,19,28,25,26
2020-08-13,Vijaya Bank Colony,Prakash Nagar,12,33,29,17
2020-07-26,Thammasettihalli,Lottegollahalli,12,39,27,14
2021-07-07,Malur-Hosur Road,Raj Bhavan Road,20,26,27,28
2020-12-28,Seshadripuram,Ashwini Layout,14,32,28,10
2021-01-07,Allalasandra,Mathikere,15,38,29,25
2020-04-14,Virupakshapura,Bommenahalli,15,30,26,27
2021-04-24,Nobo Nagar,Koramangala 8th Block,15,32,27,11
2020-12-21,Malle Nalsandra,Milk Colony,16,32,29,10
2021-10-01,Marasandra,Nethaji Layout,20,31,25,25
2022-02-27,Akshayanagar,Peenya,18,32,25,10
2020-12-13,MG Road,Thindlu,16,40,26,12
2021-12-23,Kyalasanahalli,Teacher’s Colony,12,34,28,12
2021-01-21,Thimappa Reddy Layout,Subbannayapalya,17,39,26,29
2021-12-26,Domlur,Richmond Town,20,30,26,25
2020-11-06,Banashankari,Malleshwaram,14,40,28,19
2020-10-19,Tannery Road,Ashirvad Colony,15,38,28,25
2021-12-20,Sulivara,Lingapura,20,26,25,25
2021-09-16,Wind Tunnel Road,Ashok Nagar,15,39,28,13
2020-05-04,Nobo Nagar,Varthur Road,19,30,25,22
2020-08-28,Magrath Road,Kengeri,20,33,26,20
2020-10-15,Varthur,P and T Layout-Ramamurthy Nagar,14,30,28,27
2021-11-14,Suddaguntapalya-CV Raman Nagar,Rest House Road,18,34,26,10
2021-03-22,Uttari,Neeladri Nagar,12,40,30,27
2022-01-13,Bidrahalli,Yadavanahalli,13,38,28,16
2022-05-19,Thanisandra,Vabasandra,18,27,28,18
2020-09-20,Thirumenahalli,Chansandra,19,36,30,22
2022-04-08,Arkavathy Layout,Narayana Nagar 3rd Block,16,36,30,25
2021-02-22,TC Palya,Thindlu,15,35,29,16
2021-09-04,Ashwini Layout,Talacauvery Layout,13,27,30,18
2022-02-14,Ullal Main Road,Anjanapura 2nd block,16,31,26,26
2020-07-03,P and T Layout-Ramamurthy Nagar,Umar Nagar,17,31,28,17
2021-06-29,Mariyannapalya,Uttarahalli,20,26,28,19
2021-07-31,Mahadevapura,Laggere,17,35,27,13
2020-02-23,Thirumalashettyhally,Anugraha Layout,18,37,29,29
2020-04-06,Pattegarhpalya,Yerthiganahalli,18,30,28,29
2021-08-28,Kodigehalli,kaikondrahalli,12,33,25,25
2020-04-16,New Gurappana Palya,Sudhama Nagar,13,36,26,13
2020-06-29,P and T Layout-Ramamurthy Nagar,Maruthi Nagar,20,29,26,17
2021-03-18,Machohalli,Doddabommasandra,17,31,25,30
2020-10-17,RMV 2nd Stage,Outer Ring Road-Banaswadi,13,33,28,16
2021-07-11,Sadguru Layout,Tigalarpalya,13,31,25,30
2021-01-10,Marsur,Ramsandra,15,28,29,26
2020-10-03,Sultanpete,Pulikeshi Nagar,19,27,27,16
2020-06-21,Jayamahal,Yemalur,17,37,29,22
2021-04-07,Anugraha Layout,Kurubarahalli,12,29,29,15
2020-11-22,Magadi Road,ACL Layout,19,31,25,10
2021-09-27,Pura,Thambuchetty Palya,15,37,29,22
2021-07-11,Adityanagar-Vidyaranyapura,Vidyamanya Nagar,19,39,30,29
2020-05-11,Muthanallur,Lal Bahadur Shastri Nagar,13,39,25,20
2022-02-10,OMBR Layout,Langford Road,14,34,27,30
2021-11-13,West Of Chord Road,Annasandrapalya Extension,15,25,26,26
2021-02-23,Vijinapura,Hosakerehalli,13,28,29,25
2021-11-15,Maruthi Extension,Marenahalli,16,37,26,12
2022-03-31,Mission Road,Udaya Nagar,19,29,27,26
2021-04-18,Patel Narayanswamy Layout,AGS Layout,12,32,25,20
2022-01-23,NRI Layout,Arekere,17,27,26,28
2020-08-23,Srinivaspura,Achit Nagar,13,39,25,17
2020-09-18,Lakkasandra,NS Palya,20,31,26,17
2021-03-14,Sampigehalli,AGS Layout,18,28,25,26
2020-10-02,Tavarekere-BTM,Meenakunte,15,32,29,10
2021-12-29,Anchepalya,Poojena Agrahara,13,40,26,26
2021-06-13,Ashwini Layout,Ullal Main Road,17,36,27,28
2021-09-21,Vinayaka Nagar-Vimanapura,Subbannayapalya,18,38,26,26
2021-04-18,Thirumalashettyhally,Mandur,17,25,25,19
2022-04-17,Hesaraghatta,Ramachandrapuram,19,31,27,18
2020-11-07,Rayasandra,Maruthi Nagar Yelahanka,12,38,25,30
2022-03-13,Samethanahalli,Tejaswini Nagar,19,27,30,20
2022-03-16,KV Muniyappa Garden Layout,Parappana Agrahara,14,32,29,13
2021-07-18,Tapsihalli,Peresandra,14,32,26,26
2021-09-18,Achit Nagar,Rampura,14,33,29,21
